Zeit;Leistung_Total;Leistung_Max_Total;Leistung_NCS;Leistung_HPC;Leistung_MCS;Ladestrategie
0;0,0;0;0,0;0,0;0,0;p_max
5;0,0;0;0,0;0,0;0,0;p_max
10;120,0;120;120,0;0,0;0,0;p_max
15;120,0;120;120,0;0,0;0,0;p_max
20;120,0;120;120,0;0,0;0,0;p_max
25;120,0;120;120,0;0,0;0,0;p_max
30;120,0;120;120,0;0,0;0,0;p_max
35;120,0;120;120,0;0,0;0,0;p_max
40;240,0;240;240,0;0,0;0,0;p_max
45;240,0;240;240,0;0,0;0,0;p_max
50;360,0;360;360,0;0,0;0,0;p_max
55;360,0;360;360,0;0,0;0,0;p_max
60;360,0;360;360,0;0,0;0,0;p_max
65;360,0;360;360,0;0,0;0,0;p_max
70;360,0;360;360,0;0,0;0,0;p_max
75;360,0;360;360,0;0,0;0,0;p_max
80;360,0;360;360,0;0,0;0,0;p_max
85;360,0;360;360,0;0,0;0,0;p_max
90;360,0;360;360,0;0,0;0,0;p_max
95;360,0;360;360,0;0,0;0,0;p_max
100;360,0;360;360,0;0,0;0,0;p_max
105;360,0;360;360,0;0,0;0,0;p_max
110;360,0;360;360,0;0,0;0,0;p_max
115;360,0;360;360,0;0,0;0,0;p_max
120;360,0;360;360,0;0,0;0,0;p_max
125;360,0;360;360,0;0,0;0,0;p_max
130;360,0;360;360,0;0,0;0,0;p_max
135;360,0;360;360,0;0,0;0,0;p_max
140;360,0;360;360,0;0,0;0,0;p_max
145;360,0;360;360,0;0,0;0,0;p_max
150;360,0;360;360,0;0,0;0,0;p_max
155;360,0;360;360,0;0,0;0,0;p_max
160;360,0;360;360,0;0,0;0,0;p_max
165;360,0;360;360,0;0,0;0,0;p_max
170;360,0;360;360,0;0,0;0,0;p_max
175;360,0;360;360,0;0,0;0,0;p_max
180;360,0;360;360,0;0,0;0,0;p_max
185;360,0;360;360,0;0,0;0,0;p_max
190;360,0;360;360,0;0,0;0,0;p_max
195;360,0;360;360,0;0,0;0,0;p_max
200;360,0;360;360,0;0,0;0,0;p_max
205;360,0;360;360,0;0,0;0,0;p_max
