Zeit;Leistung_Total;Leistung_Max_Total;Leistung_NCS;Leistung_HPC;Leistung_MCS;Ladestrategie
0;0,0;0;0,0;0,0;0,0;p_max
5;0,0;0;0,0;0,0;0,0;p_max
10;0,0;0;0,0;0,0;0,0;p_max
15;0,0;0;0,0;0,0;0,0;p_max
20;0,0;0;0,0;0,0;0,0;p_max
25;0,0;0;0,0;0,0;0,0;p_max
30;0,0;0;0,0;0,0;0,0;p_max
35;0,0;0;0,0;0,0;0,0;p_max
40;0,0;0;0,0;0,0;0,0;p_max
45;0,0;0;0,0;0,0;0,0;p_max
50;0,0;0;0,0;0,0;0,0;p_max
55;100,0;100;100,0;0,0;0,0;p_max
60;100,0;100;100,0;0,0;0,0;p_max
65;100,0;100;100,0;0,0;0,0;p_max
70;100,0;100;100,0;0,0;0,0;p_max
75;100,0;100;100,0;0,0;0,0;p_max
80;100,0;100;100,0;0,0;0,0;p_max
85;100,0;100;100,0;0,0;0,0;p_max
90;100,0;100;100,0;0,0;0,0;p_max
95;100,0;100;100,0;0,0;0,0;p_max
100;100,0;100;100,0;0,0;0,0;p_max
105;100,0;100;100,0;0,0;0,0;p_max
110;100,0;100;100,0;0,0;0,0;p_max
115;100,0;100;100,0;0,0;0,0;p_max
120;100,0;100;100,0;0,0;0,0;p_max
125;100,0;100;100,0;0,0;0,0;p_max
130;100,0;100;100,0;0,0;0,0;p_max
135;100,0;100;100,0;0,0;0,0;p_max
140;100,0;100;100,0;0,0;0,0;p_max
145;100,0;100;100,0;0,0;0,0;p_max
150;100,0;100;100,0;0,0;0,0;p_max
155;100,0;100;100,0;0,0;0,0;p_max
160;100,0;100;100,0;0,0;0,0;p_max
165;100,0;100;100,0;0,0;0,0;p_max
170;100,0;100;100,0;0,0;0,0;p_max
175;100,0;100;100,0;0,0;0,0;p_max
180;100,0;100;100,0;0,0;0,0;p_max
185;100,0;100;100,0;0,0;0,0;p_max
190;100,0;100;100,0;0,0;0,0;p_max
195;100,0;100;100,0;0,0;0,0;p_max
200;100,0;100;100,0;0,0;0,0;p_max
205;100,0;100;100,0;0,0;0,0;p_max
