Zeit;Leistung_Total;Leistung_Max_Total;Leistung_NCS;Leistung_HPC;Leistung_MCS;Ladestrategie
0;0,0;0;0,0;0,0;0,0;p_max
5;0,0;0;0,0;0,0;0,0;p_max
10;130,0;130;130,0;0,0;0,0;p_max
15;130,0;130;130,0;0,0;0,0;p_max
20;130,0;130;130,0;0,0;0,0;p_max
25;130,0;130;130,0;0,0;0,0;p_max
30;130,0;130;130,0;0,0;0,0;p_max
35;130,0;130;130,0;0,0;0,0;p_max
40;260,0;260;260,0;0,0;0,0;p_max
45;260,0;260;260,0;0,0;0,0;p_max
50;390,0;390;390,0;0,0;0,0;p_max
55;390,0;390;390,0;0,0;0,0;p_max
60;390,0;390;390,0;0,0;0,0;p_max
65;390,0;390;390,0;0,0;0,0;p_max
70;390,0;390;390,0;0,0;0,0;p_max
75;390,0;390;390,0;0,0;0,0;p_max
80;390,0;390;390,0;0,0;0,0;p_max
85;390,0;390;390,0;0,0;0,0;p_max
90;390,0;390;390,0;0,0;0,0;p_max
95;390,0;390;390,0;0,0;0,0;p_max
100;390,0;390;390,0;0,0;0,0;p_max
105;390,0;390;390,0;0,0;0,0;p_max
110;390,0;390;390,0;0,0;0,0;p_max
115;390,0;390;390,0;0,0;0,0;p_max
120;390,0;390;390,0;0,0;0,0;p_max
125;390,0;390;390,0;0,0;0,0;p_max
130;390,0;390;390,0;0,0;0,0;p_max
135;390,0;390;390,0;0,0;0,0;p_max
140;390,0;390;390,0;0,0;0,0;p_max
145;390,0;390;390,0;0,0;0,0;p_max
150;390,0;390;390,0;0,0;0,0;p_max
155;390,0;390;390,0;0,0;0,0;p_max
160;390,0;390;390,0;0,0;0,0;p_max
165;390,0;390;390,0;0,0;0,0;p_max
170;390,0;390;390,0;0,0;0,0;p_max
175;390,0;390;390,0;0,0;0,0;p_max
180;390,0;390;390,0;0,0;0,0;p_max
185;390,0;390;390,0;0,0;0,0;p_max
190;390,0;390;390,0;0,0;0,0;p_max
195;390,0;390;390,0;0,0;0,0;p_max
200;390,0;390;390,0;0,0;0,0;p_max
205;390,0;390;390,0;0,0;0,0;p_max
