;Cluster;Wochentag;Ankunftszeit;Nummer;Pausentyp;Kapazitaet;Max_Leistung;SOC;Pausenlaenge;Ladesäule;Zeit_DateTime;Ankunftszeit_total;LoadStatus
1074;3;1;20;1;Nachtlader;960;1000;0,2574743916298546;540;NCS;2021-01-01 00:20:00;20;1
1075;3;1;45;2;Nachtlader;960;1000;0,2207057613002242;540;NCS;2021-01-01 00:45:00;45;1
1076;3;1;60;3;Nachtlader;840;1000;0,1951192383644016;540;NCS;2021-01-01 01:00:00;60;1
1077;3;1;75;4;Nachtlader;840;1000;0,1543997210688712;540;NCS;2021-01-01 01:15:00;75;1
1078;3;1;80;5;Nachtlader;840;1000;0,2176704441966306;540;NCS;2021-01-01 01:20:00;80;1
1079;3;1;85;6;Nachtlader;960;1000;0,1838365751804243;540;NCS;2021-01-01 01:25:00;85;1
1080;3;1;115;7;Nachtlader;840;1000;0,1105530515719205;540;NCS;2021-01-01 01:55:00;115;1
1081;3;1;120;8;Nachtlader;840;1000;0,1078783667385638;540;NCS;2021-01-01 02:00:00;120;1
1198;3;1;995;125;Nachtlader;720;1000;0,330739136414426;540;NCS;2021-01-01 16:35:00;995;1
1199;3;1;1000;126;Nachtlader;960;1000;0,3669851694789788;540;NCS;2021-01-01 16:40:00;1000;1
1205;3;1;1035;132;Nachtlader;840;1000;0,3414819207001314;540;NCS;2021-01-01 17:15:00;1035;1
1206;3;1;1035;133;Nachtlader;840;1000;0,2443872804841696;540;NCS;2021-01-01 17:15:00;1035;1
1209;3;1;1045;136;Nachtlader;960;1000;0,3319506806479682;540;NCS;2021-01-01 17:25:00;1045;1
1210;3;1;1050;137;Nachtlader;840;1000;0,2373625410633611;540;NCS;2021-01-01 17:30:00;1050;1
1214;3;1;1065;141;Nachtlader;960;1000;0,2152468360181122;540;NCS;2021-01-01 17:45:00;1065;1
1215;3;1;1065;142;Nachtlader;600;1000;0,3522936675172988;540;NCS;2021-01-01 17:45:00;1065;1
1218;3;1;1070;145;Nachtlader;960;1000;0,27659825473368;540;NCS;2021-01-01 17:50:00;1070;1
1219;3;1;1070;146;Nachtlader;960;1000;0,377636354425869;540;NCS;2021-01-01 17:50:00;1070;1
1220;3;1;1070;147;Nachtlader;960;1000;0,2456158142021125;540;NCS;2021-01-01 17:50:00;1070;1
1221;3;1;1075;148;Nachtlader;720;1000;0,2037415507289036;540;NCS;2021-01-01 17:55:00;1075;1
1222;3;1;1085;149;Nachtlader;960;1000;0,3117263508688845;540;NCS;2021-01-01 18:05:00;1085;1
1225;3;1;1100;152;Nachtlader;840;1000;0,2905639169065649;540;NCS;2021-01-01 18:20:00;1100;1
1229;3;1;1110;156;Nachtlader;840;1000;0,3757109756838624;540;NCS;2021-01-01 18:30:00;1110;1
1230;3;1;1110;157;Nachtlader;840;1000;0,3038084401238031;540;NCS;2021-01-01 18:30:00;1110;1
1231;3;1;1110;158;Nachtlader;720;1000;0,2984917083456249;540;NCS;2021-01-01 18:30:00;1110;1
1234;3;1;1120;161;Nachtlader;840;1000;0,1885622167270392;540;NCS;2021-01-01 18:40:00;1120;1
1235;3;1;1120;162;Nachtlader;960;1000;0,2282118747413692;540;NCS;2021-01-01 18:40:00;1120;1
1238;3;1;1125;165;Nachtlader;720;1000;0,2709915239559644;540;NCS;2021-01-01 18:45:00;1125;1
1239;3;1;1125;166;Nachtlader;960;1000;0,3316000214445246;540;NCS;2021-01-01 18:45:00;1125;1
1240;3;1;1125;167;Nachtlader;840;1000;0,3591376910914879;540;NCS;2021-01-01 18:45:00;1125;1
1242;3;1;1130;169;Nachtlader;840;1000;0,2561119593118189;540;NCS;2021-01-01 18:50:00;1130;1
1243;3;1;1130;170;Nachtlader;600;1000;0,2937326758881703;540;NCS;2021-01-01 18:50:00;1130;1
1244;3;1;1130;171;Nachtlader;720;1000;0,2662345034415439;540;NCS;2021-01-01 18:50:00;1130;1
1247;3;1;1135;174;Nachtlader;960;1000;0,2332672747526488;540;NCS;2021-01-01 18:55:00;1135;1
1248;3;1;1135;175;Nachtlader;960;1000;0,292173712555241;540;NCS;2021-01-01 18:55:00;1135;1
1250;3;1;1140;177;Nachtlader;840;1000;0,3638121465034445;540;NCS;2021-01-01 19:00:00;1140;1
1251;3;1;1145;178;Nachtlader;600;1000;0,1994491127445753;540;NCS;2021-01-01 19:05:00;1145;1
1252;3;1;1145;179;Nachtlader;960;1000;0,1851304855155308;540;NCS;2021-01-01 19:05:00;1145;1
1253;3;1;1145;180;Nachtlader;840;1000;0,2853881173860466;540;NCS;2021-01-01 19:05:00;1145;1
1255;3;1;1150;182;Nachtlader;960;1000;0,3284795764607576;540;NCS;2021-01-01 19:10:00;1150;1
1257;3;1;1155;184;Nachtlader;600;1000;0,1998716970328992;540;NCS;2021-01-01 19:15:00;1155;1
1258;3;1;1155;185;Nachtlader;600;1000;0,343072707932199;540;NCS;2021-01-01 19:15:00;1155;1
1262;3;1;1170;189;Nachtlader;960;1000;0,1961418191018223;540;NCS;2021-01-01 19:30:00;1170;1
1263;3;1;1170;190;Nachtlader;960;1000;0,2177043252072211;540;NCS;2021-01-01 19:30:00;1170;1
1264;3;1;1170;191;Nachtlader;600;1000;0,2688264197839684;540;NCS;2021-01-01 19:30:00;1170;1
1268;3;1;1180;195;Nachtlader;600;1000;0,258021406935944;540;NCS;2021-01-01 19:40:00;1180;1
1271;3;1;1185;198;Nachtlader;720;1000;0,3144972719406231;540;NCS;2021-01-01 19:45:00;1185;1
1276;3;1;1195;203;Nachtlader;960;1000;0,1860530017750097;540;NCS;2021-01-01 19:55:00;1195;1
1280;3;1;1200;207;Nachtlader;960;1000;0,3329331818180449;540;NCS;2021-01-01 20:00:00;1200;1
1282;3;1;1205;209;Nachtlader;960;1000;0,3055506552887891;540;NCS;2021-01-01 20:05:00;1205;1
1283;3;1;1210;210;Nachtlader;720;1000;0,2204715227026576;540;NCS;2021-01-01 20:10:00;1210;1
1284;3;1;1210;211;Nachtlader;720;1000;0,3222864658599972;540;NCS;2021-01-01 20:10:00;1210;1
1291;3;1;1220;218;Nachtlader;840;1000;0,2451687845710488;540;NCS;2021-01-01 20:20:00;1220;1
1297;3;1;1240;224;Nachtlader;840;1000;0,332477293316807;540;NCS;2021-01-01 20:40:00;1240;1
1298;3;1;1240;225;Nachtlader;960;1000;0,1668216279282514;540;NCS;2021-01-01 20:40:00;1240;1
1299;3;1;1240;226;Nachtlader;600;1000;0,2732898883933176;540;NCS;2021-01-01 20:40:00;1240;1
1300;3;1;1250;227;Nachtlader;840;1000;0,2356915807697591;540;NCS;2021-01-01 20:50:00;1250;1
1301;3;1;1250;228;Nachtlader;960;1000;0,1740775157578178;540;NCS;2021-01-01 20:50:00;1250;1
1303;3;1;1260;230;Nachtlader;720;1000;0,2014984005085422;540;NCS;2021-01-01 21:00:00;1260;1
1305;3;1;1270;232;Nachtlader;840;1000;0,213561219682085;540;NCS;2021-01-01 21:10:00;1270;1
1307;3;1;1275;234;Nachtlader;960;1000;0,1494886892094373;540;NCS;2021-01-01 21:15:00;1275;1
1308;3;1;1280;235;Nachtlader;840;1000;0,3211929293695578;540;NCS;2021-01-01 21:20:00;1280;1
1309;3;1;1290;236;Nachtlader;840;1000;0,1919856901264237;540;NCS;2021-01-01 21:30:00;1290;1
1310;3;1;1300;237;Nachtlader;960;1000;0,1568909036200302;540;NCS;2021-01-01 21:40:00;1300;1
1311;3;1;1300;238;Nachtlader;960;1000;0,3253512489384481;540;NCS;2021-01-01 21:40:00;1300;1
1313;3;1;1310;240;Nachtlader;960;1000;0,3299134413027326;540;NCS;2021-01-01 21:50:00;1310;1
1314;3;1;1310;241;Nachtlader;840;1000;0,2973392321533559;540;NCS;2021-01-01 21:50:00;1310;1
1315;3;1;1310;242;Nachtlader;960;1000;0,2101222151957536;540;NCS;2021-01-01 21:50:00;1310;1
1316;3;1;1310;243;Nachtlader;960;1000;0,1624872513205632;540;NCS;2021-01-01 21:50:00;1310;1
1317;3;1;1315;244;Nachtlader;840;1000;0,2947342009419978;540;NCS;2021-01-01 21:55:00;1315;1
1318;3;1;1320;245;Nachtlader;720;1000;0,2272041145018808;540;NCS;2021-01-01 22:00:00;1320;1
1320;3;1;1335;247;Nachtlader;720;1000;0,311492759591237;540;NCS;2021-01-01 22:15:00;1335;1
1321;3;1;1340;248;Nachtlader;720;1000;0,236208102655007;540;NCS;2021-01-01 22:20:00;1340;1
1322;3;1;1365;249;Nachtlader;960;1000;0,2448828713723819;540;NCS;2021-01-01 22:45:00;1365;1
1323;3;1;1375;250;Nachtlader;960;1000;0,2791962034598282;540;NCS;2021-01-01 22:55:00;1375;1
1324;3;1;1375;251;Nachtlader;720;1000;0,2517732903670686;540;NCS;2021-01-01 22:55:00;1375;1
1325;3;1;1375;252;Nachtlader;960;1000;0,1340721842546007;540;NCS;2021-01-01 22:55:00;1375;1
1326;3;1;1380;253;Nachtlader;960;1000;0,2459555464943277;540;NCS;2021-01-01 23:00:00;1380;1
1327;3;1;1405;254;Nachtlader;720;1000;0,1928467739583115;540;NCS;2021-01-01 23:25:00;1405;1
1328;3;1;1410;255;Nachtlader;960;1000;0,1322919073589381;540;NCS;2021-01-01 23:30:00;1410;1
1329;3;1;1410;256;Nachtlader;840;1000;0,2140397325007404;540;NCS;2021-01-01 23:30:00;1410;1
1330;3;1;1415;257;Nachtlader;600;1000;0,2969494419639495;540;NCS;2021-01-01 23:35:00;1415;1
1335;3;2;10;262;Nachtlader;960;1000;0,1967720437728622;540;NCS;2021-01-02 00:10:00;1450;1
1336;3;2;15;263;Nachtlader;960;1000;0,2556092612966398;540;NCS;2021-01-02 00:15:00;1455;1
1337;3;2;20;264;Nachtlader;720;1000;0,2088514674030501;540;NCS;2021-01-02 00:20:00;1460;1
1338;3;2;45;265;Nachtlader;960;1000;0,2380093776818899;540;NCS;2021-01-02 00:45:00;1485;1
1339;3;2;75;266;Nachtlader;720;1000;0,1783621789234343;540;NCS;2021-01-02 01:15:00;1515;1
1340;3;2;90;267;Nachtlader;840;1000;0,1358189878656363;540;NCS;2021-01-02 01:30:00;1530;1
1341;3;2;115;268;Nachtlader;960;1000;0,1514125384378417;540;NCS;2021-01-02 01:55:00;1555;1
1342;3;2;120;269;Nachtlader;840;1000;0,1803752542473479;540;NCS;2021-01-02 02:00:00;1560;1
1343;3;2;145;270;Nachtlader;840;1000;0,2219625523096234;540;NCS;2021-01-02 02:25:00;1585;1
1344;3;2;185;271;Nachtlader;960;1000;0,1595300555136561;540;NCS;2021-01-02 03:05:00;1625;1
1462;3;2;875;389;Nachtlader;720;1000;0,2924248540821003;540;NCS;2021-01-02 14:35:00;2315;1
1466;3;2;895;393;Nachtlader;720;1000;0,4312859007371753;540;NCS;2021-01-02 14:55:00;2335;1
1492;3;2;980;419;Nachtlader;960;1000;0,3933707723808137;540;NCS;2021-01-02 16:20:00;2420;1
1493;3;2;985;420;Nachtlader;960;1000;0,4204515154782553;540;NCS;2021-01-02 16:25:00;2425;1
1494;3;2;990;421;Nachtlader;960;1000;0,2299180461612952;540;NCS;2021-01-02 16:30:00;2430;1
1497;3;2;995;424;Nachtlader;840;1000;0,3238785641464213;540;NCS;2021-01-02 16:35:00;2435;1
1498;3;2;1000;425;Nachtlader;960;1000;0,3469813318306325;540;NCS;2021-01-02 16:40:00;2440;1
1504;3;2;1025;431;Nachtlader;840;1000;0,3322934150827087;540;NCS;2021-01-02 17:05:00;2465;1
1509;3;2;1035;436;Nachtlader;840;1000;0,3484493327571978;540;NCS;2021-01-02 17:15:00;2475;1
1513;3;2;1040;440;Nachtlader;960;1000;0,2328727152419972;540;NCS;2021-01-02 17:20:00;2480;1
1514;3;2;1040;441;Nachtlader;960;1000;0,3795885764283706;540;NCS;2021-01-02 17:20:00;2480;1
1519;3;2;1055;446;Nachtlader;960;1000;0,2338042038593925;540;NCS;2021-01-02 17:35:00;2495;1
1521;3;2;1060;448;Nachtlader;960;1000;0,2600368591423457;540;NCS;2021-01-02 17:40:00;2500;1
1524;3;2;1075;451;Nachtlader;960;1000;0,2097661049816918;540;NCS;2021-01-02 17:55:00;2515;1
1525;3;2;1075;452;Nachtlader;840;1000;0,3477810374604304;540;NCS;2021-01-02 17:55:00;2515;1
1526;3;2;1080;453;Nachtlader;720;1000;0,2575795185989072;540;NCS;2021-01-02 18:00:00;2520;1
1527;3;2;1085;454;Nachtlader;720;1000;0,3846116438977191;540;NCS;2021-01-02 18:05:00;2525;1
1531;3;2;1105;458;Nachtlader;840;1000;0,2740789564658296;540;NCS;2021-01-02 18:25:00;2545;1
1532;3;2;1105;459;Nachtlader;720;1000;0,2085519001120314;540;NCS;2021-01-02 18:25:00;2545;1
1533;3;2;1110;460;Nachtlader;600;1000;0,2374330428615524;540;NCS;2021-01-02 18:30:00;2550;1
1534;3;2;1110;461;Nachtlader;720;1000;0,2898690261212308;540;NCS;2021-01-02 18:30:00;2550;1
1535;3;2;1110;462;Nachtlader;720;1000;0,3744119119636531;540;NCS;2021-01-02 18:30:00;2550;1
1536;3;2;1115;463;Nachtlader;840;1000;0,2206573686544818;540;NCS;2021-01-02 18:35:00;2555;1
1537;3;2;1115;464;Nachtlader;840;1000;0,3149290643905226;540;NCS;2021-01-02 18:35:00;2555;1
1539;3;2;1120;466;Nachtlader;840;1000;0,2077601408004727;540;NCS;2021-01-02 18:40:00;2560;1
1540;3;2;1125;467;Nachtlader;960;1000;0,1959465413849972;540;NCS;2021-01-02 18:45:00;2565;1
1541;3;2;1125;468;Nachtlader;960;1000;0,2738366813756733;540;NCS;2021-01-02 18:45:00;2565;1
1542;3;2;1125;469;Nachtlader;960;1000;0,3505047387907635;540;NCS;2021-01-02 18:45:00;2565;1
1546;3;2;1135;473;Nachtlader;960;1000;0,2536384667986089;540;NCS;2021-01-02 18:55:00;2575;1
1547;3;2;1135;474;Nachtlader;840;1000;0,3064661248311414;540;NCS;2021-01-02 18:55:00;2575;1
1550;3;2;1140;477;Nachtlader;960;1000;0,2144557177015425;540;NCS;2021-01-02 19:00:00;2580;1
1551;3;2;1140;478;Nachtlader;840;1000;0,2594641340770377;540;NCS;2021-01-02 19:00:00;2580;1
1552;3;2;1140;479;Nachtlader;960;1000;0,2072537430196963;540;NCS;2021-01-02 19:00:00;2580;1
1553;3;2;1140;480;Nachtlader;720;1000;0,1969161624573027;540;NCS;2021-01-02 19:00:00;2580;1
1555;3;2;1150;482;Nachtlader;600;1000;0,2249508843449942;540;NCS;2021-01-02 19:10:00;2590;1
1556;3;2;1150;483;Nachtlader;840;1000;0,1859622878891507;540;NCS;2021-01-02 19:10:00;2590;1
1560;3;2;1155;487;Nachtlader;840;1000;0,3336127842092862;540;NCS;2021-01-02 19:15:00;2595;1
1561;3;2;1155;488;Nachtlader;720;1000;0,2205269857189138;540;NCS;2021-01-02 19:15:00;2595;1
1562;3;2;1155;489;Nachtlader;960;1000;0,245026520022379;540;NCS;2021-01-02 19:15:00;2595;1
1567;3;2;1165;494;Nachtlader;960;1000;0,2716096800898566;540;NCS;2021-01-02 19:25:00;2605;1
1568;3;2;1165;495;Nachtlader;960;1000;0,3235926301720797;540;NCS;2021-01-02 19:25:00;2605;1
1570;3;2;1170;497;Nachtlader;840;1000;0,2237294414372191;540;NCS;2021-01-02 19:30:00;2610;1
1573;3;2;1185;500;Nachtlader;960;1000;0,289062596448064;540;NCS;2021-01-02 19:45:00;2625;1
1574;3;2;1185;501;Nachtlader;960;1000;0,2697515676377137;540;NCS;2021-01-02 19:45:00;2625;1
1575;3;2;1185;502;Nachtlader;960;1000;0,3404891372042649;540;NCS;2021-01-02 19:45:00;2625;1
1578;3;2;1190;505;Nachtlader;840;1000;0,2549329766848587;540;NCS;2021-01-02 19:50:00;2630;1
1579;3;2;1190;506;Nachtlader;960;1000;0,2309709085499687;540;NCS;2021-01-02 19:50:00;2630;1
1580;3;2;1190;507;Nachtlader;600;1000;0,3206885158843113;540;NCS;2021-01-02 19:50:00;2630;1
1582;3;2;1195;509;Nachtlader;840;1000;0,20449160007368;540;NCS;2021-01-02 19:55:00;2635;1
1585;3;2;1200;512;Nachtlader;960;1000;0,201839158478071;540;NCS;2021-01-02 20:00:00;2640;1
1586;3;2;1200;513;Nachtlader;720;1000;0,1814893003599771;540;NCS;2021-01-02 20:00:00;2640;1
1587;3;2;1200;514;Nachtlader;960;1000;0,3408957455193518;540;NCS;2021-01-02 20:00:00;2640;1
1593;3;2;1220;520;Nachtlader;960;1000;0,2976159723134078;540;NCS;2021-01-02 20:20:00;2660;1
1596;3;2;1230;523;Nachtlader;840;1000;0,1928839609707949;540;NCS;2021-01-02 20:30:00;2670;1
1598;3;2;1245;525;Nachtlader;600;1000;0,2704732740313745;540;NCS;2021-01-02 20:45:00;2685;1
1599;3;2;1250;526;Nachtlader;960;1000;0,2762751955286753;540;NCS;2021-01-02 20:50:00;2690;1
1601;3;2;1255;528;Nachtlader;960;1000;0,2211965680807743;540;NCS;2021-01-02 20:55:00;2695;1
1603;3;2;1260;530;Nachtlader;720;1000;0,2163159171741626;540;NCS;2021-01-02 21:00:00;2700;1
1605;3;2;1265;532;Nachtlader;600;1000;0,2408951430465467;540;NCS;2021-01-02 21:05:00;2705;1
1606;3;2;1265;533;Nachtlader;960;1000;0,1683180933058389;540;NCS;2021-01-02 21:05:00;2705;1
1607;3;2;1265;534;Nachtlader;600;1000;0,3315615921375771;540;NCS;2021-01-02 21:05:00;2705;1
1608;3;2;1270;535;Nachtlader;960;1000;0,263885848514684;540;NCS;2021-01-02 21:10:00;2710;1
1609;3;2;1275;536;Nachtlader;960;1000;0,2785446482402641;540;NCS;2021-01-02 21:15:00;2715;1
1610;3;2;1275;537;Nachtlader;960;1000;0,2721068712821044;540;NCS;2021-01-02 21:15:00;2715;1
1612;3;2;1280;539;Nachtlader;960;1000;0,1913209769226613;540;NCS;2021-01-02 21:20:00;2720;1
1613;3;2;1280;540;Nachtlader;840;1000;0,2093646964845615;540;NCS;2021-01-02 21:20:00;2720;1
1615;3;2;1290;542;Nachtlader;840;1000;0,2174243596414158;540;NCS;2021-01-02 21:30:00;2730;1
1616;3;2;1290;543;Nachtlader;840;1000;0,2073182165622263;540;NCS;2021-01-02 21:30:00;2730;1
1617;3;2;1300;544;Nachtlader;840;1000;0,1720317295465238;540;NCS;2021-01-02 21:40:00;2740;1
1618;3;2;1300;545;Nachtlader;960;1000;0,3050079297793285;540;NCS;2021-01-02 21:40:00;2740;1
1619;3;2;1305;546;Nachtlader;960;1000;0,148407387382275;540;NCS;2021-01-02 21:45:00;2745;1
1620;3;2;1305;547;Nachtlader;960;1000;0,2029698083834516;540;NCS;2021-01-02 21:45:00;2745;1
1621;3;2;1310;548;Nachtlader;720;1000;0,2629494227790037;540;NCS;2021-01-02 21:50:00;2750;1
1622;3;2;1310;549;Nachtlader;720;1000;0,2421261742214271;540;NCS;2021-01-02 21:50:00;2750;1
1623;3;2;1310;550;Nachtlader;840;1000;0,174017532231152;540;NCS;2021-01-02 21:50:00;2750;1
1625;3;2;1315;552;Nachtlader;840;1000;0,29771254313661;540;NCS;2021-01-02 21:55:00;2755;1
1627;3;2;1325;554;Nachtlader;840;1000;0,201651070335162;540;NCS;2021-01-02 22:05:00;2765;1
1628;3;2;1335;555;Nachtlader;720;1000;0,159971692674079;540;NCS;2021-01-02 22:15:00;2775;1
1629;3;2;1340;556;Nachtlader;840;1000;0,3058597998021031;540;NCS;2021-01-02 22:20:00;2780;1
1631;3;2;1345;558;Nachtlader;840;1000;0,1328393403394757;540;NCS;2021-01-02 22:25:00;2785;1
1632;3;2;1345;559;Nachtlader;720;1000;0,1919859325518391;540;NCS;2021-01-02 22:25:00;2785;1
1634;3;2;1360;561;Nachtlader;960;1000;0,2831249739095289;540;NCS;2021-01-02 22:40:00;2800;1
1635;3;2;1360;562;Nachtlader;840;1000;0,2329910966563701;540;NCS;2021-01-02 22:40:00;2800;1
1636;3;2;1365;563;Nachtlader;600;1000;0,2865758822461858;540;NCS;2021-01-02 22:45:00;2805;1
1637;3;2;1365;564;Nachtlader;960;1000;0,2952937880425764;540;NCS;2021-01-02 22:45:00;2805;1
1638;3;2;1365;565;Nachtlader;720;1000;0,1833676397700068;540;NCS;2021-01-02 22:45:00;2805;1
1640;3;2;1380;567;Nachtlader;960;1000;0,2382420746136014;540;NCS;2021-01-02 23:00:00;2820;1
1641;3;2;1385;568;Nachtlader;840;1000;0,140439812707437;540;NCS;2021-01-02 23:05:00;2825;1
1643;3;2;1395;570;Nachtlader;600;1000;0,1587922333983785;540;NCS;2021-01-02 23:15:00;2835;1
1644;3;2;1395;571;Nachtlader;720;1000;0,3001265215659379;540;NCS;2021-01-02 23:15:00;2835;1
1647;3;2;1405;574;Nachtlader;720;1000;0,1477588753978843;540;NCS;2021-01-02 23:25:00;2845;1
1649;3;2;1420;576;Nachtlader;720;1000;0,1523945781737659;540;NCS;2021-01-02 23:40:00;2860;1
1650;3;2;1425;577;Nachtlader;840;1000;0,197646415175087;540;NCS;2021-01-02 23:45:00;2865;1
1651;3;2;1430;578;Nachtlader;840;1000;0,2711061215503847;540;NCS;2021-01-02 23:50:00;2870;1
1652;3;2;1435;579;Nachtlader;960;1000;0,1852524559313107;540;NCS;2021-01-02 23:55:00;2875;1
1654;3;3;15;581;Nachtlader;720;1000;0,1039945865156056;540;NCS;2021-01-03 00:15:00;2895;1
1655;3;3;15;582;Nachtlader;840;1000;0,2360501376660748;540;NCS;2021-01-03 00:15:00;2895;1
1656;3;3;30;583;Nachtlader;960;1000;0,1098009289942547;540;NCS;2021-01-03 00:30:00;2910;1
1657;3;3;150;584;Nachtlader;960;1000;0,2495041273493009;540;NCS;2021-01-03 02:30:00;3030;1
1658;3;3;150;585;Nachtlader;600;1000;0,1240756299011067;540;NCS;2021-01-03 02:30:00;3030;1
1659;3;3;155;586;Nachtlader;720;1000;0,2175596898743369;540;NCS;2021-01-03 02:35:00;3035;1
1773;3;3;865;700;Nachtlader;720;1000;0,3113994533768756;540;NCS;2021-01-03 14:25:00;3745;1
1786;3;3;895;713;Nachtlader;960;1000;0,3217080375525913;540;NCS;2021-01-03 14:55:00;3775;1
1802;3;3;960;729;Nachtlader;840;1000;0,3825293098704797;540;NCS;2021-01-03 16:00:00;3840;1
1806;3;3;965;733;Nachtlader;720;1000;0,2331343101199265;540;NCS;2021-01-03 16:05:00;3845;1
1811;3;3;980;738;Nachtlader;960;1000;0,3569125404799305;540;NCS;2021-01-03 16:20:00;3860;1
1812;3;3;985;739;Nachtlader;960;1000;0,3803398608343257;540;NCS;2021-01-03 16:25:00;3865;1
1813;3;3;985;740;Nachtlader;960;1000;0,4173673337615167;540;NCS;2021-01-03 16:25:00;3865;1
1815;3;3;1010;742;Nachtlader;840;1000;0,2923642438015882;540;NCS;2021-01-03 16:50:00;3890;1
1818;3;3;1020;745;Nachtlader;720;1000;0,2353320880692962;540;NCS;2021-01-03 17:00:00;3900;1
1819;3;3;1025;746;Nachtlader;960;1000;0,2449332698734301;540;NCS;2021-01-03 17:05:00;3905;1
